orig_idx,failureType,y
735497,[['none']],8
588261,[['Center']],0
722916,[['none']],8
692687,[['none']],8
766788,[['none']],8
711768,[['none']],8
199559,[['Edge-Ring']],3
4240,[['none']],8
735646,[['none']],8
653071,[['none']],8
767481,[['Edge-Loc']],2
772938,[['none']],8
771983,[['none']],8
709267,[['none']],8
774258,[['none']],8
220236,[['Loc']],4
727795,[['none']],8
587584,[['Center']],0
721948,[['none']],8
714501,[['none']],8
642594,[['none']],8
701397,[['none']],8
19423,[['Random']],6
574311,[['Center']],0
7308,[['none']],8
725298,[['none']],8
724833,[['none']],8
740126,[['none']],8
681860,[['none']],8
805232,[['none']],8
21153,[['Edge-Ring']],3
1202,[['none']],8
765473,[['none']],8
639909,[['none']],8
747908,[['none']],8
728755,[['none']],8
754139,[['none']],8
652273,[['none']],8
652255,[['none']],8
784154,[['none']],8
745810,[['none']],8
654612,[['none']],8
644663,[['Loc']],4
660131,[['none']],8
801812,[['none']],8
793692,[['none']],8
711402,[['none']],8
251744,[['none']],8
675228,[['none']],8
711915,[['none']],8
770169,[['none']],8
783676,[['none']],8
4690,[['none']],8
719896,[['none']],8
735348,[['none']],8
732065,[['none']],8
805598,[['none']],8
657200,[['none']],8
714899,[['none']],8
785569,[['none']],8
705871,[['Edge-Loc']],2
804323,[['none']],8
733390,[['none']],8
774443,[['none']],8
802941,[['none']],8
294451,[['Edge-Ring']],3
761484,[['none']],8
640274,[['none']],8
689683,[['none']],8
641570,[['none']],8
628871,[['Center']],0
688508,[['none']],8
791364,[['none']],8
646189,[['none']],8
2681,[['none']],8
729609,[['none']],8
736044,[['none']],8
700391,[['none']],8
800545,[['none']],8
806473,[['none']],8
698550,[['none']],8
772688,[['none']],8
704131,[['none']],8
736841,[['none']],8
798030,[['none']],8
268912,[['Edge-Ring']],3
733812,[['none']],8
708683,[['none']],8
747331,[['none']],8
696582,[['none']],8
203549,[['Edge-Loc']],2
768505,[['none']],8
768765,[['none']],8
754591,[['none']],8
772910,[['none']],8
644873,[['none']],8
5092,[['none']],8
766506,[['none']],8
707242,[['none']],8
792698,[['Edge-Loc']],2
704449,[['none']],8
747666,[['none']],8
779132,[['none']],8
751542,[['none']],8
679441,[['none']],8
803057,[['none']],8
702252,[['none']],8
787749,[['none']],8
718354,[['none']],8
642819,[['none']],8
794741,[['none']],8
779652,[['none']],8
680603,[['none']],8
21307,[['Edge-Ring']],3
653024,[['none']],8
749191,[['none']],8
782846,[['none']],8
792945,[['none']],8
718868,[['none']],8
188267,[['Edge-Ring']],3
744274,[['none']],8
745742,[['none']],8
598419,[['Edge-Loc']],2
706912,[['none']],8
756077,[['none']],8
769332,[['none']],8
733813,[['none']],8
652951,[['none']],8
753896,[['none']],8
6066,[['none']],8
735067,[['none']],8
766392,[['Edge-Loc']],2
642000,[['none']],8
14167,[['Edge-Ring']],3
765211,[['none']],8
795667,[['none']],8
698118,[['none']],8
750051,[['none']],8
798440,[['none']],8
797750,[['none']],8
674143,[['Donut']],1
774151,[['none']],8
245723,[['none']],8
7536,[['Loc']],4
249204,[['none']],8
721904,[['none']],8
708166,[['none']],8
759548,[['none']],8
790257,[['none']],8
751353,[['none']],8
763425,[['none']],8
736626,[['none']],8
680189,[['Loc']],4
804126,[['none']],8
252702,[['Center']],0
792416,[['none']],8
763351,[['none']],8
4382,[['none']],8
2005,[['none']],8
692695,[['none']],8
696449,[['none']],8
642874,[['none']],8
706844,[['none']],8
685778,[['Scratch']],7
221302,[['Edge-Ring']],3
278971,[['Donut']],1
691820,[['none']],8
655640,[['none']],8
21384,[['Edge-Ring']],3
159365,[['Random']],6
229839,[['Edge-Ring']],3
723571,[['none']],8
689784,[['none']],8
300334,[['Edge-Ring']],3
748735,[['none']],8
5630,[['none']],8
646490,[['none']],8
762628,[['none']],8
250501,[['none']],8
749848,[['none']],8
806539,[['none']],8
765276,[['none']],8
746352,[['none']],8
693521,[['none']],8
769688,[['none']],8
590479,[['Center']],0
759909,[['none']],8
698651,[['none']],8
698913,[['none']],8
777633,[['none']],8
783037,[['none']],8
687702,[['none']],8
711132,[['none']],8
799669,[['none']],8
698215,[['none']],8
728289,[['Edge-Ring']],3
719493,[['none']],8
20951,[['Edge-Ring']],3
528357,[['Center']],0
704222,[['none']],8
732124,[['none']],8
659848,[['none']],8
698209,[['none']],8
141210,[['Edge-Ring']],3
732841,[['none']],8
811044,[['none']],8
718164,[['none']],8
766318,[['none']],8
679285,[['none']],8
757597,[['none']],8
796576,[['none']],8
744520,[['none']],8
770573,[['Center']],0
761242,[['Edge-Loc']],2
798676,[['none']],8
676788,[['none']],8
796331,[['none']],8
698444,[['none']],8
732576,[['none']],8
785033,[['none']],8
682943,[['none']],8
792788,[['none']],8
692275,[['none']],8
754464,[['none']],8
745881,[['none']],8
726156,[['Scratch']],7
724794,[['none']],8
714573,[['none']],8
787297,[['none']],8
808136,[['none']],8
739771,[['none']],8
781032,[['none']],8
783136,[['none']],8
784640,[['none']],8
805562,[['none']],8
772915,[['none']],8
762203,[['none']],8
792065,[['none']],8
712675,[['none']],8
771653,[['none']],8
750553,[['none']],8
6810,[['none']],8
754805,[['none']],8
700415,[['none']],8
770139,[['none']],8
2743,[['none']],8
377234,[['Edge-Ring']],3
758630,[['none']],8
720094,[['none']],8
785443,[['none']],8
248535,[['none']],8
783961,[['none']],8
791094,[['none']],8
683684,[['none']],8
750238,[['none']],8
750048,[['none']],8
736742,[['none']],8
798117,[['none']],8
761903,[['none']],8
793009,[['none']],8
534,[['none']],8
682663,[['none']],8
349975,[['Donut']],1
651949,[['none']],8
724443,[['none']],8
805767,[['none']],8
754929,[['none']],8
707550,[['none']],8
697721,[['none']],8
377276,[['Edge-Ring']],3
653462,[['none']],8
803815,[['none']],8
757947,[['none']],8
679008,[['none']],8
753953,[['none']],8
726959,[['none']],8
650833,[['none']],8
778853,[['none']],8
245417,[['none']],8
785118,[['none']],8
758266,[['none']],8
774412,[['none']],8
763450,[['none']],8
680868,[['none']],8
6728,[['none']],8
693032,[['none']],8
701259,[['none']],8
685514,[['none']],8
782372,[['none']],8
757702,[['none']],8
377356,[['Edge-Ring']],3
777102,[['none']],8
279392,[['Donut']],1
742648,[['none']],8
789348,[['none']],8
385115,[['Edge-Ring']],3
791911,[['none']],8
654959,[['none']],8
786551,[['none']],8
648673,[['none']],8
747476,[['none']],8
703911,[['none']],8
725928,[['none']],8
1314,[['none']],8
2570,[['none']],8
748940,[['none']],8
21405,[['Edge-Ring']],3
657620,[['none']],8
806766,[['none']],8
799117,[['none']],8
808280,[['none']],8
723017,[['none']],8
709992,[['none']],8
758419,[['none']],8
703972,[['none']],8
805919,[['none']],8
713343,[['Loc']],4
801096,[['none']],8
764910,[['none']],8
733978,[['none']],8
790680,[['none']],8
804377,[['none']],8
650025,[['none']],8
793561,[['none']],8
701967,[['none']],8
698981,[['none']],8
750191,[['none']],8
405063,[['Center']],0
244559,[['none']],8
794620,[['none']],8
746741,[['none']],8
803035,[['none']],8
675695,[['none']],8
350469,[['Edge-Ring']],3
640054,[['none']],8
795983,[['none']],8
2793,[['none']],8
797800,[['none']],8
791982,[['none']],8
588926,[['Center']],0
761632,[['none']],8
646662,[['none']],8
802412,[['none']],8
651340,[['none']],8
761043,[['none']],8
650840,[['none']],8
809253,[['none']],8
755773,[['none']],8
748920,[['none']],8
731436,[['none']],8
724606,[['none']],8
252923,[['none']],8
715342,[['none']],8
718485,[['none']],8
142524,[['Random']],6
360375,[['Edge-Ring']],3
653960,[['none']],8
244532,[['none']],8
737914,[['none']],8
649525,[['none']],8
793141,[['none']],8
758975,[['none']],8
247246,[['none']],8
247691,[['none']],8
713788,[['Edge-Loc']],2
738097,[['none']],8
726070,[['none']],8
800154,[['none']],8
252761,[['none']],8
727684,[['none']],8
768231,[['none']],8
650371,[['none']],8
750985,[['none']],8
714973,[['none']],8
679905,[['none']],8
709177,[['none']],8
695568,[['none']],8
646882,[['none']],8
785400,[['none']],8
377422,[['Edge-Ring']],3
765190,[['none']],8
702858,[['none']],8
771749,[['none']],8
783543,[['none']],8
688849,[['none']],8
1412,[['none']],8
642062,[['none']],8
678461,[['none']],8
307172,[['Edge-Loc']],2
786989,[['none']],8
694991,[['none']],8
691184,[['none']],8
774013,[['none']],8
654067,[['none']],8
316118,[['Center']],0
810948,[['none']],8
777405,[['none']],8
695983,[['none']],8
747649,[['none']],8
730184,[['none']],8
811082,[['Edge-Ring']],3
726265,[['none']],8
651637,[['none']],8
328657,[['Edge-Ring']],3
20978,[['Edge-Ring']],3
715804,[['none']],8
681311,[['none']],8
725799,[['Near-full']],5
802434,[['none']],8
678573,[['none']],8
729438,[['none']],8
649477,[['none']],8
693876,[['none']],8
714277,[['Scratch']],7
709823,[['none']],8
786817,[['none']],8
365,[['none']],8
574674,[['Center']],0
784189,[['none']],8
186671,[['Edge-Ring']],3
738415,[['none']],8
793150,[['none']],8
700368,[['none']],8
779575,[['none']],8
643020,[['none']],8
650844,[['none']],8
726142,[['none']],8
188237,[['Edge-Ring']],3
764148,[['none']],8
746197,[['Scratch']],7
739003,[['none']],8
757449,[['none']],8
784926,[['none']],8
711443,[['none']],8
783442,[['none']],8
588640,[['Edge-Loc']],2
775927,[['none']],8
750391,[['none']],8
760271,[['none']],8
778296,[['none']],8
771728,[['none']],8
770270,[['none']],8
743503,[['none']],8
792578,[['none']],8
649074,[['none']],8
711706,[['none']],8
775087,[['none']],8
718678,[['none']],8
268804,[['Edge-Ring']],3
795712,[['none']],8
657469,[['none']],8
700600,[['none']],8
312,[['none']],8
804908,[['none']],8
731301,[['none']],8
715821,[['none']],8
794152,[['none']],8
640527,[['none']],8
704723,[['none']],8
757420,[['none']],8
647129,[['none']],8
675933,[['none']],8
804989,[['none']],8
759872,[['none']],8
703996,[['none']],8
678763,[['none']],8
337751,[['Center']],0
648638,[['none']],8
720625,[['none']],8
755990,[['none']],8
803998,[['none']],8
799568,[['none']],8
798264,[['none']],8
749681,[['none']],8
385195,[['Edge-Ring']],3
525481,[['Center']],0
800266,[['Edge-Loc']],2
753764,[['none']],8
243557,[['Edge-Loc']],2
746372,[['none']],8
772032,[['none']],8
82355,[['Edge-Loc']],2
703506,[['none']],8
716347,[['none']],8
21263,[['Edge-Ring']],3
791402,[['none']],8
773059,[['none']],8
641500,[['none']],8
516,[['none']],8
786012,[['none']],8
698080,[['none']],8
244469,[['none']],8
4825,[['none']],8
781752,[['none']],8
678397,[['none']],8
684577,[['none']],8
807568,[['none']],8
4388,[['none']],8
3820,[['none']],8
750385,[['none']],8
707698,[['none']],8
768130,[['none']],8
806299,[['none']],8
696695,[['none']],8
795219,[['none']],8
740037,[['none']],8
769897,[['none']],8
729692,[['none']],8
777499,[['none']],8
786446,[['none']],8
695535,[['none']],8
141434,[['Edge-Ring']],3
759420,[['none']],8
686544,[['none']],8
199754,[['Edge-Ring']],3
726108,[['none']],8
694543,[['none']],8
717856,[['none']],8
759672,[['none']],8
688792,[['none']],8
761299,[['none']],8
76278,[['Edge-Loc']],2
806737,[['none']],8
782124,[['none']],8
734837,[['none']],8
781488,[['none']],8
655171,[['none']],8
721497,[['none']],8
699253,[['none']],8
750390,[['none']],8
793944,[['none']],8
232190,[['Edge-Ring']],3
809684,[['none']],8
768708,[['Random']],6
792417,[['none']],8
757786,[['none']],8
660291,[['none']],8
800334,[['none']],8
708775,[['none']],8
729625,[['none']],8
719831,[['none']],8
749019,[['none']],8
702113,[['none']],8
385326,[['Edge-Ring']],3
736413,[['none']],8
642662,[['none']],8
753606,[['none']],8
704123,[['none']],8
652064,[['none']],8
642466,[['none']],8
747517,[['none']],8
766028,[['none']],8
766042,[['none']],8
645826,[['none']],8
750081,[['none']],8
711427,[['none']],8
656032,[['none']],8
687990,[['none']],8
154250,[['Edge-Ring']],3
19496,[['Edge-Ring']],3
742956,[['none']],8
787911,[['none']],8
681324,[['Loc']],4
747852,[['none']],8
711899,[['none']],8
790616,[['none']],8
731582,[['none']],8
706335,[['none']],8
21791,[['Edge-Ring']],3
769803,[['none']],8
705085,[['none']],8
715655,[['none']],8
717575,[['none']],8
5744,[['none']],8
749050,[['none']],8
801770,[['none']],8
685543,[['none']],8
694681,[['none']],8
801256,[['none']],8
802252,[['none']],8
807872,[['none']],8
774594,[['none']],8
696348,[['none']],8
713158,[['none']],8
648532,[['none']],8
798437,[['none']],8
731776,[['none']],8
706227,[['none']],8
756434,[['none']],8
727710,[['none']],8
696456,[['none']],8
708305,[['none']],8
679433,[['Edge-Ring']],3
744695,[['none']],8
161130,[['Center']],0
687907,[['none']],8
223204,[['Loc']],4
732850,[['none']],8
698894,[['none']],8
710845,[['none']],8
588080,[['Center']],0
718451,[['none']],8
708541,[['none']],8
754678,[['none']],8
796192,[['none']],8
704782,[['none']],8
6804,[['none']],8
659266,[['none']],8
589290,[['Center']],0
654210,[['none']],8
77885,[['Edge-Loc']],2
659378,[['none']],8
710506,[['none']],8
800191,[['none']],8
684914,[['none']],8
791739,[['none']],8
652847,[['none']],8
749576,[['none']],8
788816,[['none']],8
756931,[['none']],8
430369,[['Edge-Loc']],2
675595,[['none']],8
722310,[['none']],8
738991,[['none']],8
785924,[['none']],8
5137,[['none']],8
260870,[['Loc']],4
807747,[['none']],8
686522,[['none']],8
751671,[['none']],8
805459,[['none']],8
713010,[['none']],8
799856,[['none']],8
722331,[['none']],8
768385,[['Loc']],4
199626,[['Edge-Ring']],3
385388,[['Edge-Ring']],3
737096,[['none']],8
280161,[['Donut']],1
653355,[['none']],8
726332,[['none']],8
794020,[['none']],8
244428,[['none']],8
717170,[['none']],8
794909,[['none']],8
640981,[['none']],8
688372,[['none']],8
680092,[['none']],8
247357,[['Loc']],4
784190,[['none']],8
253040,[['none']],8
702201,[['none']],8
682240,[['none']],8
704665,[['none']],8
802052,[['none']],8
788478,[['none']],8
710502,[['Edge-Loc']],2
648301,[['none']],8
811400,[['none']],8
801203,[['none']],8
739113,[['none']],8
781085,[['none']],8
763151,[['none']],8
677866,[['none']],8
654880,[['none']],8
790342,[['Scratch']],7
762616,[['none']],8
655063,[['none']],8
676069,[['none']],8
720614,[['none']],8
751417,[['none']],8
722336,[['none']],8
651328,[['none']],8
674064,[['none']],8
800250,[['none']],8
144962,[['Edge-Ring']],3
653076,[['none']],8
647458,[['none']],8
677358,[['none']],8
647027,[['none']],8
802511,[['none']],8
699644,[['none']],8
759791,[['none']],8
642675,[['none']],8
765541,[['none']],8
706483,[['none']],8
786599,[['none']],8
795196,[['none']],8
5811,[['none']],8
141297,[['Edge-Ring']],3
777231,[['none']],8
278552,[['Center']],0
677754,[['none']],8
695377,[['none']],8
717533,[['none']],8
728738,[['none']],8
681855,[['Edge-Loc']],2
746885,[['none']],8
807370,[['none']],8
805274,[['none']],8
703480,[['none']],8
651977,[['none']],8
329518,[['Edge-Ring']],3
759514,[['none']],8
712701,[['none']],8
803771,[['none']],8
791489,[['none']],8
770105,[['none']],8
791148,[['none']],8
723201,[['none']],8
721567,[['none']],8
713734,[['none']],8
294404,[['Edge-Ring']],3
708729,[['none']],8
417010,[['Edge-Loc']],2
696034,[['none']],8
3761,[['none']],8
800357,[['none']],8
2583,[['none']],8
809344,[['none']],8
734594,[['none']],8
734735,[['none']],8
300288,[['Edge-Ring']],3
753885,[['none']],8
679967,[['none']],8
751092,[['none']],8
756107,[['none']],8
697891,[['none']],8
767413,[['none']],8
710099,[['none']],8
781612,[['none']],8
712009,[['none']],8
773976,[['none']],8
688070,[['none']],8
801263,[['none']],8
783797,[['none']],8
808814,[['none']],8
679947,[['none']],8
727579,[['none']],8
595236,[['Edge-Loc']],2
679894,[['none']],8
756436,[['none']],8
684827,[['none']],8
279099,[['Donut']],1
684091,[['none']],8
799968,[['none']],8
645671,[['none']],8
720396,[['none']],8
714462,[['none']],8
731812,[['Edge-Loc']],2
739398,[['none']],8
707409,[['none']],8
698671,[['none']],8
797582,[['none']],8
264470,[['Loc']],4
645100,[['Edge-Loc']],2
353172,[['Edge-Ring']],3
691686,[['none']],8
724515,[['none']],8
725139,[['none']],8
774976,[['none']],8
796277,[['none']],8
713348,[['none']],8
699281,[['none']],8
18077,[['Random']],6
4723,[['none']],8
747950,[['none']],8
747479,[['none']],8
640962,[['none']],8
2745,[['none']],8
6076,[['none']],8
792011,[['none']],8
260,[['none']],8
245176,[['none']],8
676631,[['none']],8
706054,[['none']],8
640236,[['none']],8
801956,[['none']],8
733675,[['Scratch']],7
715594,[['none']],8
704129,[['none']],8
762829,[['none']],8
803365,[['none']],8
700958,[['none']],8
651193,[['none']],8
37936,[['Loc']],4
773219,[['none']],8
689790,[['none']],8
776586,[['none']],8
691150,[['none']],8
174852,[['Edge-Ring']],3
642526,[['none']],8
705303,[['none']],8
805509,[['none']],8
793283,[['none']],8
645164,[['none']],8
656383,[['none']],8
4470,[['none']],8
690360,[['none']],8
778479,[['none']],8
648644,[['none']],8
803917,[['Scratch']],7
790533,[['none']],8
586626,[['Center']],0
657051,[['Scratch']],7
801893,[['none']],8
737728,[['none']],8
2148,[['none']],8
724110,[['none']],8
807142,[['none']],8
187195,[['Edge-Ring']],3
748786,[['none']],8
685700,[['none']],8
730406,[['none']],8
766573,[['none']],8
731991,[['none']],8
780871,[['none']],8
804476,[['none']],8
738525,[['none']],8
683261,[['none']],8
659805,[['none']],8
783692,[['none']],8
141431,[['Edge-Ring']],3
681050,[['none']],8
728560,[['none']],8
746445,[['none']],8
742789,[['none']],8
807081,[['none']],8
645771,[['none']],8
678313,[['none']],8
762031,[['none']],8
762978,[['none']],8
697124,[['none']],8
719536,[['none']],8
787058,[['none']],8
808508,[['none']],8
763739,[['none']],8
574271,[['Center']],0
677274,[['none']],8
360349,[['Edge-Ring']],3
754612,[['none']],8
688632,[['none']],8
688480,[['none']],8
722609,[['none']],8
69158,[['Edge-Ring']],3
199881,[['Edge-Ring']],3
5569,[['none']],8
775609,[['Edge-Loc']],2
778265,[['none']],8
707090,[['none']],8
745600,[['none']],8
732171,[['none']],8
280893,[['Loc']],4
721441,[['none']],8
247224,[['none']],8
718053,[['none']],8
3315,[['none']],8
587513,[['Center']],0
655839,[['none']],8
689770,[['none']],8
765339,[['none']],8
3543,[['none']],8
806363,[['none']],8
732150,[['none']],8
713002,[['none']],8
759137,[['none']],8
682905,[['none']],8
794174,[['none']],8
783200,[['none']],8
630988,[['Center']],0
720497,[['none']],8
798596,[['none']],8
770135,[['none']],8
14199,[['Edge-Ring']],3
751178,[['none']],8
757047,[['Scratch']],7
802235,[['none']],8
788800,[['none']],8
243542,[['Edge-Ring']],3
687829,[['none']],8
717164,[['none']],8
743441,[['none']],8
801049,[['none']],8
703766,[['none']],8
724619,[['none']],8
459338,[['Edge-Ring']],3
710429,[['none']],8
794908,[['none']],8
693252,[['none']],8
675850,[['none']],8
683447,[['none']],8
774775,[['none']],8
750430,[['none']],8
692547,[['none']],8
320027,[['Center']],0
706818,[['none']],8
282437,[['Edge-Ring']],3
3264,[['none']],8
654001,[['none']],8
693391,[['none']],8
737200,[['none']],8
722739,[['none']],8
806978,[['none']],8
744737,[['none']],8
689307,[['none']],8
801248,[['none']],8
755144,[['none']],8
783846,[['none']],8
783152,[['none']],8
3024,[['none']],8
654599,[['none']],8
388,[['none']],8
787165,[['none']],8
722658,[['none']],8
116263,[['Donut']],1
790927,[['none']],8
719436,[['none']],8
729483,[['none']],8
803664,[['none']],8
769208,[['none']],8
704549,[['none']],8
776395,[['none']],8
31101,[['Edge-Ring']],3
279767,[['Donut']],1
658855,[['none']],8
644668,[['none']],8
793874,[['none']],8
723659,[['none']],8
726501,[['none']],8
735645,[['none']],8
780150,[['none']],8
712717,[['none']],8
760530,[['none']],8
710799,[['none']],8
757255,[['none']],8
253223,[['none']],8
737603,[['none']],8
732979,[['none']],8
774772,[['none']],8
253379,[['none']],8
736360,[['none']],8
279353,[['Center']],0
797268,[['none']],8
652711,[['none']],8
653036,[['none']],8
805458,[['Center']],0
750440,[['none']],8
14063,[['Edge-Ring']],3
714272,[['none']],8
699769,[['none']],8
679020,[['none']],8
799971,[['none']],8
659033,[['none']],8
765595,[['none']],8
723120,[['none']],8
251188,[['none']],8
721318,[['none']],8
725048,[['none']],8
660641,[['none']],8
686731,[['none']],8
759758,[['none']],8
802904,[['none']],8
762298,[['none']],8
679817,[['Loc']],4
748042,[['none']],8
757683,[['none']],8
736137,[['none']],8
294426,[['Edge-Ring']],3
725855,[['none']],8
680224,[['none']],8
750096,[['none']],8
801907,[['none']],8
7549,[['none']],8
690637,[['none']],8
690909,[['none']],8
680144,[['none']],8
675304,[['none']],8
357517,[['Edge-Loc']],2
654960,[['none']],8
750232,[['none']],8
787341,[['none']],8
782544,[['none']],8
723211,[['none']],8
800413,[['none']],8
643465,[['none']],8
757050,[['none']],8
722942,[['none']],8
4278,[['none']],8
732964,[['none']],8
702061,[['none']],8
736401,[['none']],8
735590,[['none']],8
806658,[['none']],8
693168,[['none']],8
768887,[['none']],8
767042,[['none']],8
653648,[['none']],8
708242,[['none']],8
268917,[['Edge-Ring']],3
732565,[['none']],8
796975,[['none']],8
3388,[['none']],8
797447,[['none']],8
690970,[['none']],8
731192,[['Loc']],4
697349,[['none']],8
803293,[['none']],8
734072,[['none']],8
1724,[['none']],8
706267,[['none']],8
590480,[['Center']],0
724102,[['none']],8
775441,[['none']],8
690111,[['none']],8
730282,[['none']],8
679975,[['none']],8
250468,[['none']],8
652393,[['none']],8
744265,[['none']],8
784306,[['none']],8
705391,[['none']],8
759243,[['none']],8
798148,[['none']],8
786424,[['none']],8
658647,[['none']],8
694025,[['none']],8
786478,[['none']],8
746725,[['none']],8
698107,[['none']],8
759198,[['none']],8
19466,[['Edge-Ring']],3
251946,[['none']],8
779377,[['none']],8
590481,[['Center']],0
690858,[['none']],8
290357,[['Loc']],4
778775,[['none']],8
768423,[['Edge-Loc']],2
4939,[['none']],8
751036,[['none']],8
678586,[['none']],8
5126,[['none']],8
573959,[['Center']],0
236202,[['Edge-Ring']],3
794600,[['none']],8
642435,[['none']],8
807936,[['none']],8
743838,[['Edge-Ring']],3
686079,[['none']],8
708479,[['none']],8
221342,[['Edge-Ring']],3
689734,[['none']],8
791298,[['none']],8
646524,[['none']],8
761061,[['none']],8
675580,[['none']],8
807088,[['none']],8
1818,[['none']],8
783471,[['none']],8
679199,[['none']],8
294489,[['Edge-Ring']],3
748190,[['none']],8
706401,[['none']],8
691713,[['none']],8
807089,[['none']],8
650378,[['none']],8
777754,[['none']],8
728052,[['none']],8
806175,[['none']],8
746589,[['none']],8
763093,[['Random']],6
715314,[['none']],8
639969,[['none']],8
721283,[['none']],8
786553,[['none']],8
802489,[['none']],8
745530,[['none']],8
4436,[['none']],8
709363,[['none']],8
767044,[['none']],8
803842,[['none']],8
734315,[['none']],8
700854,[['none']],8
793422,[['none']],8
725529,[['none']],8
806819,[['none']],8
789516,[['none']],8
783621,[['none']],8
780669,[['Loc']],4
21786,[['Edge-Ring']],3
684285,[['none']],8
784901,[['none']],8
698705,[['none']],8
717334,[['Loc']],4
4620,[['none']],8
789531,[['none']],8
643219,[['none']],8
755360,[['none']],8
590696,[['Center']],0
803773,[['none']],8
87159,[['Edge-Loc']],2
748888,[['none']],8
727297,[['none']],8
747653,[['none']],8
743428,[['none']],8
243197,[['Random']],6
734256,[['none']],8
649850,[['none']],8
694743,[['none']],8
14055,[['Edge-Ring']],3
714635,[['none']],8
713191,[['none']],8
776821,[['none']],8
649311,[['none']],8
775647,[['none']],8
659264,[['none']],8
769188,[['none']],8
738868,[['none']],8
781946,[['none']],8
781077,[['none']],8
718203,[['none']],8
734608,[['none']],8
648606,[['none']],8
809140,[['none']],8
696044,[['none']],8
654785,[['Edge-Loc']],2
753403,[['none']],8
712377,[['none']],8
799670,[['none']],8
588259,[['Center']],0
2305,[['none']],8
752174,[['none']],8
802513,[['none']],8
781338,[['none']],8
642442,[['none']],8
722168,[['none']],8
640187,[['none']],8
805515,[['none']],8
70803,[['Loc']],4
806500,[['none']],8
153600,[['Center']],0
778939,[['none']],8
154263,[['Edge-Ring']],3
808763,[['none']],8
683902,[['Edge-Loc']],2
157734,[['Edge-Ring']],3
749751,[['none']],8
810830,[['Loc']],4
811119,[['none']],8
696461,[['none']],8
777649,[['none']],8
743804,[['none']],8
709472,[['none']],8
716107,[['none']],8
720571,[['none']],8
780109,[['Edge-Loc']],2
722072,[['none']],8
652692,[['none']],8
736142,[['none']],8
809760,[['none']],8
253353,[['none']],8
726562,[['none']],8
649834,[['none']],8
797691,[['none']],8
699074,[['none']],8
705556,[['none']],8
683791,[['none']],8
723320,[['none']],8
693602,[['none']],8
697830,[['none']],8
776256,[['none']],8
660449,[['none']],8
642930,[['none']],8
724957,[['none']],8
658823,[['Loc']],4
316128,[['Center']],0
713265,[['none']],8
770022,[['none']],8
809996,[['none']],8
688408,[['none']],8
788565,[['none']],8
701832,[['none']],8
645599,[['none']],8
801795,[['none']],8
755149,[['none']],8
690023,[['none']],8
809033,[['none']],8
743150,[['none']],8
788218,[['none']],8
728848,[['none']],8
802078,[['none']],8
749862,[['none']],8
745435,[['Edge-Loc']],2
703244,[['none']],8
776588,[['none']],8
802025,[['none']],8
791463,[['none']],8
250246,[['Random']],6
731779,[['Scratch']],7
784519,[['none']],8
1519,[['none']],8
587515,[['Center']],0
2921,[['none']],8
744987,[['none']],8
717333,[['none']],8
685338,[['none']],8
697026,[['none']],8
678717,[['none']],8
702613,[['none']],8
691259,[['none']],8
810601,[['none']],8
771967,[['none']],8
730059,[['none']],8
700925,[['none']],8
588011,[['Center']],0
766061,[['none']],8
660410,[['none']],8
683536,[['Center']],0
806369,[['none']],8
713521,[['none']],8
643629,[['none']],8
768451,[['none']],8
729754,[['none']],8
689001,[['none']],8
705685,[['none']],8
721971,[['none']],8
683116,[['none']],8
799409,[['none']],8
525992,[['Center']],0
801456,[['none']],8
726610,[['none']],8
231420,[['Edge-Ring']],3
655648,[['none']],8
775740,[['none']],8
689605,[['none']],8
699175,[['none']],8
781465,[['none']],8
753251,[['none']],8
656212,[['none']],8
796406,[['none']],8
683314,[['none']],8
693207,[['none']],8
434679,[['Edge-Loc']],2
726881,[['none']],8
798528,[['none']],8
245369,[['none']],8
653216,[['Scratch']],7
730819,[['none']],8
718407,[['none']],8
779124,[['none']],8
715202,[['none']],8
757014,[['Edge-Loc']],2
691816,[['none']],8
657452,[['none']],8
646854,[['none']],8
747876,[['none']],8
797871,[['none']],8
797652,[['none']],8
731227,[['none']],8
708006,[['none']],8
711179,[['none']],8
745970,[['none']],8
653182,[['none']],8
747292,[['none']],8
761599,[['none']],8
726195,[['none']],8
776179,[['none']],8
353084,[['Edge-Ring']],3
566480,[['Edge-Loc']],2
799115,[['none']],8
778003,[['none']],8
3523,[['none']],8
687996,[['none']],8
736671,[['none']],8
765668,[['none']],8
187295,[['Edge-Ring']],3
780869,[['none']],8
705844,[['none']],8
727385,[['none']],8
766058,[['none']],8
733180,[['none']],8
782422,[['none']],8
685148,[['none']],8
710966,[['none']],8
244616,[['none']],8
796034,[['none']],8
726750,[['none']],8
216727,[['Edge-Ring']],3
719177,[['none']],8
753571,[['none']],8
772282,[['none']],8
717211,[['none']],8
676647,[['none']],8
757059,[['none']],8
701807,[['none']],8
721547,[['none']],8
725243,[['none']],8
774236,[['none']],8
762274,[['Center']],0
756649,[['none']],8
353004,[['Edge-Ring']],3
799993,[['none']],8
20858,[['Edge-Ring']],3
757194,[['none']],8
762029,[['none']],8
765136,[['none']],8
586453,[['Center']],0
640742,[['none']],8
643382,[['none']],8
738091,[['none']],8
692123,[['none']],8
649893,[['none']],8
747898,[['none']],8
592232,[['Center']],0
690313,[['none']],8
242485,[['none']],8
6416,[['none']],8
714878,[['none']],8
252881,[['none']],8
768276,[['none']],8
